OBJECTID,MPD_ARREST_NUMBER,MPD_ARREST_DATE,PERSON_TYPE,TOP_CHARGE,MPD_CHARGE_CATEGORY,MPD_CHARGE_DESCRIPTION,CHARGE_CODE,AGE,ARREST_COUNT,RACE,ETHNICITY,SEX,HOME_PSA,ARREST_DISTRICT,ARREST_PSA,HOME_CITY,HOME_STATE,PDID,CCN,LATITUDE,LONGITUDE,DMPSJ_CATEGORY,YEAR,MONTH,IS_MARIJUANA,CREATOR,CREATED,EDITOR,EDITED,GLOBALID
4151,211958158231479851674854382160080212013,2016/06/22 11:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),20,3,White,Hispanic Or Latino,Male,403,1D,102,SILVER SPRING,MD,202725874458462852807111663138883715198,306260987301772167997916075644337817577,38.894,-77.017,Assault,2016,6,FALSE,,,,,{B65642E7-207D-4981-AF4F-FFBF929ADB19}
4152,51725267090762992105629848870282414754,2016/06/22 12:00:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,18,7,Black,Not Hispanic Or Latino,Male,701,7D,701,WASHINGTON,DC,185795084715730074479751896087093703208,252946283910294078495302969737933742911,38.862,-76.982,Vehicle,2016,6,FALSE,,,,,{092A1735-3842-4DA8-9C5B-EB69B7C82317}
4153,43708433099185688238249048396222190780,2016/06/22 13:24:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),41,0,Black,Not Hispanic Or Latino,Male,703,1D,102,WASHINGTON,DC,92532930270372191936078390697087166131,22721334431065877138286898210392604000,38.901,-77.021,Assault,2016,6,FALSE,,,,,{2D2AA85F-7706-4D08-AB9E-D7B23FCE2C44}
4154,144281086976666066439912446870319979606,2016/06/22 13:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,34,13,Black,Not Hispanic Or Latino,Male,505,5D,503,WASHINGTON,DC,191240782273441757784757524558050157868,268675538194051211875634354611920456827,38.918,-76.971,Failure to appear,2016,6,FALSE,,,,,{2B8CE552-BE6C-49B5-9032-71B5D5622608}
4155,36931405514651741616119158289962494059,2016/06/22 13:52:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,23,1,Black,Not Hispanic Or Latino,Male,505,7D,707,WASHINGTON,DC,260617055758283673414436885292011043119,140821378431436580540125162517983907368,38.845,-77.001,Vehicle,2016,6,FALSE,,,,,{3B4FF981-057F-48AF-B67B-090408E04B53}
4156,55960170513888608068201827661982423372,2016/06/22 13:56:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,22,7,Black,Not Hispanic Or Latino,Male,Unknown,7D,707,nan,nan,238845938738700246010642252107000217194,140821378431436580540125162517983907368,38.845,-77.001,Vehicle,2016,6,FALSE,,,,,{C31135D5-8C77-45E0-8498-7AF04255C77B}
4157,243754777554594234766408148892858644373,2016/06/22 14:35:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary Two,22DC801B,30,1,White,Not Hispanic Or Latino,Male,OUT OF STATE,6D,605,FALLS CHURCH,VA,152060826610207243073845330260572151234,7297336819405128849751294992342180346,38.874,-76.958,Burglary,2016,6,FALSE,,,,,{A478FE6C-84BD-47B8-8071-33A3D3B831C6}
4158,198352949131096568695247745170660562305,2016/06/22 15:15:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,33,14,Black,Unknown,Male,607,5D,506,WASHINGTON,DC,249799972418524598715002516358238994690,20519589408884374322448173795316248159,38.901,-76.983,Failure to appear,2016,6,FALSE,,,,,{EE42C7C1-7000-431C-9159-4A04FEB60DC1}
4159,333191210513950841603476383087968128565,2016/06/22 15:52:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist Marijuana-fel,48DC904.01A1A2B-V,23,15,Black,Unknown,Male,505,5D,504,WASHINGTON,DC,133865651407938068995750741583571740596,222558566507853345148731843100144840116,38.925,-76.987,Drugs,2016,6,TRUE,,,,,{8A451551-36B2-4A45-854E-8343FCFBFADE}
4160,280790079270394069825072045060769884886,2016/06/22 16:18:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),18,4,Black,Unknown,Male,OUT OF STATE,1D,105,FREDRICKSBURG,VA,76554834124480209074808612386416687930,184254254947642797603062186951195394094,,,Assault,2016,6,FALSE,,,,,{7103DAC2-DCC5-487D-9FDB-E84F3D02D660}
4161,280790079270394069825072045060769884886,2016/06/22 16:18:00,DEFENDANT IN ARREST,nan,Motor Vehicle Theft,Theft First Degree (Stolen Auto),22DC3211,18,4,Black,Unknown,Male,OUT OF STATE,1D,105,FREDRICKSBURG,VA,76554834124480209074808612386416687930,184254254947642797603062186951195394094,,,Theft,2016,6,FALSE,,,,,{EDC75556-E7B0-4E9E-A3BD-C90FD2666823}
4162,163270916952389494551350011165979211653,2016/06/22 16:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,32,26,Black,Not Hispanic Or Latino,Male,501,5D,502,WASHINGTON,DC,99818687323973663788252291526850103496,294280286602242364059783736654906729325,38.919,-77.001,Drugs,2016,6,FALSE,,,,,{AB779D8B-50F7-44AE-8647-CA0A0E55B728}
4163,287467020005140605352346402903422395565,2016/06/22 16:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,30,14,Black,Not Hispanic Or Latino,Female,502,5D,502,WASHINGTON,DC,164197311833223196995505691817359944609,294280286602242364059783736654906729325,38.919,-77.001,Drugs,2016,6,FALSE,,,,,{0610FE77-452B-4F00-AD43-4F2D56D351DD}
4164,250151699114300564807005642326184844555,2016/06/22 16:44:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,31,17,Black,Not Hispanic Or Latino,Female,Unknown,3D,306,nan,nan,104563538602063278570911271644293778465,12158846077010399702669896632067854854,38.916,-77.022,Failure to appear,2016,6,FALSE,,,,,{C896C656-A320-4B8F-95A7-E54731E81528}
4165,286017676637813943251725661971729674534,2016/06/22 17:05:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,22,15,Black,Not Hispanic Or Latino,Male,602,5D,507,WASHINGTON,DC,185748596966081222228069185116130250277,187637798570469445356782566316409679506,38.896,-76.983,Robbery,2016,6,FALSE,,,,,{C62DBB78-3957-4914-B02E-1795838D0BDC}
4166,297028465655996803813003086957354809899,2016/06/22 17:07:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,25,23,Black,Not Hispanic Or Latino,Male,703,5D,503,WASHINGTON,DC,151883368282870377127720985271897186828,317582488699701479947831611009405901889,38.915,-76.974,Failure to appear,2016,6,FALSE,,,,,{B127E548-34E8-4785-B19F-25D02045F8DD}
4167,49388112940928579126382893719477695067,2016/06/22 17:18:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,52,10,Black,Unknown,Male,506,5D,501,WASHINGTON,DC,239257431074277174939705101100969580249,106966912226181788254072924387016716297,38.912,-77.013,Drugs,2016,6,FALSE,,,,,{312537A6-1F8C-43DB-B7F3-BFA0A486A87E}
4168,119569966991208432964472270180161234237,2016/06/22 17:23:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),23,7,Black,Not Hispanic Or Latino,Male,607,6D,603,WASHINGTON,DC,296552817058773976094532900474673412306,110157690747131514983329073875857508979,38.887,-76.959,Assault,2016,6,FALSE,,,,,{51D9511F-4C88-417A-887C-6E81ADD82342}
4169,119569966991208432964472270180161234237,2016/06/22 17:23:00,DEFENDANT IN ARREST,nan,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,23,7,Black,Not Hispanic Or Latino,Male,607,6D,603,WASHINGTON,DC,296552817058773976094532900474673412306,110157690747131514983329073875857508979,38.887,-76.959,Weapons,2016,6,FALSE,,,,,{8CB558A0-322E-4B7A-9872-3E87EE45DC59}
4170,119569966991208432964472270180161234237,2016/06/22 17:23:00,DEFENDANT IN ARREST,nan,Damage to Property,Destruction Of Property $1000 Or More,22DC303F,23,7,Black,Not Hispanic Or Latino,Male,607,6D,603,WASHINGTON,DC,296552817058773976094532900474673412306,110157690747131514983329073875857508979,38.887,-76.959,Property,2016,6,FALSE,,,,,{8BBD6379-B4A3-4D7B-AF14-69C86A392387}
4171,102125384977843796285277499550899437221,2016/06/22 17:30:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,19,2,Black,Unknown,Male,405,5D,502,WASHINGTON,DC,252818486558113098249915373078703341491,13484103828490432403821706993250618020,38.915,-77.008,Robbery,2016,6,FALSE,,,,,{9B1E1DE3-8C96-4B46-A073-F10D0E3D03FE}
4172,40178630342430446265521144739720394375,2016/06/22 18:25:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,19,3,Black,Unknown,Male,504,5D,506,WASHINGTON,DC,257295702333901086290730401915260845721,310183262698948403626329882684048336812,38.911,-76.987,Drugs,2016,6,FALSE,,,,,{1C11DDDA-251A-4AD7-A928-3E42CE8211BD}
4173,325792471449408272185053321043057466845,2016/06/22 20:20:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,22,15,Unknown,Hispanic Or Latino,Male,302,6D,604,WASHINGTON,DC,267941751485885159049283630412124778184,20960808817428079088029890431117944608,38.881,-76.933,Robbery,2016,6,FALSE,,,,,{271518E1-823D-488D-8351-5191DDE11B58}
4174,245726024286539010758453991881509580759,2016/06/22 20:35:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,57,6,Black,Not Hispanic Or Latino,Female,603,6D,603,WASHINGTON,DC,98188364231337933591120651153350226321,118890189656857617496261228801359335003,38.889,-76.955,Assault,2016,6,FALSE,,,,,{778D7C13-DC69-4604-A861-37EAFCDC9380}
4175,22209205646237250180292104564351597056,2016/06/22 20:56:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),20,0,Black,Not Hispanic Or Latino,Male,603,6D,603,WASHINGTON,DC,190585143460144362053002645263281429215,277358340764747203047647093131539277540,38.884,-76.947,Assault,2016,6,FALSE,,,,,{E447BCC6-4258-47E6-A019-1795A1490E95}
4176,148765468086056128267101683083123732079,2016/06/22 21:02:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist Marijuana-fel,48DC904.01A1A2B-V,23,16,White,Unknown,Male,402,4D,402,WASHINGTON,DC,230872470527170758207537177196485188004,117486307672215526564453908654683370612,38.964,-77.032,Drugs,2016,6,TRUE,,,,,{16551C10-F122-4136-8084-AA801AF525CC}
4177,148765468086056128267101683083123732079,2016/06/22 21:02:00,DEFENDANT IN ARREST,nan,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,23,16,White,Unknown,Male,402,4D,402,WASHINGTON,DC,230872470527170758207537177196485188004,117486307672215526564453908654683370612,38.964,-77.032,Drugs,2016,6,FALSE,,,,,{CE3B740C-BB34-41AD-B26C-BF1CCF7A2843}
4178,139744674024842011086154078132912543450,2016/06/22 21:20:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,30,24,Black,Not Hispanic Or Latino,Male,108,5D,506,WASHINGTON,DC,238754134652882060110243321202838371142,111337558354172819912567086017591338396,38.901,-76.983,Robbery,2016,6,FALSE,,,,,{82538268-0568-4C2B-9F9C-B135A7128408}
4179,183298002394265624968337324873142057013,2016/06/22 21:40:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,35,4,Black,Not Hispanic Or Latino,Male,Unknown,7D,704,WASHINGTON,DC,206069670436385325440454156000287615923,292924103330868673829625870482206685688,38.851,-76.975,Failure to appear,2016,6,FALSE,,,,,{8097177B-B003-47B1-AA3A-273F292C3B91}
4180,241858211212351947108707499709340135423,2016/06/22 22:05:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Felon In Possession,22DC4503A2,22,9,Black,Unknown,Male,604,6D,603,WASHINGTON,DC,139210077390440855904999672469594374461,222974640481993142804355966707522520721,38.888,-76.951,Weapons,2016,6,FALSE,,,,,{C9458D54-A115-4684-BD73-FB634C6998A4}
4181,28215132699230466087875284538930135715,2016/06/22 22:12:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,26,7,Black,Not Hispanic Or Latino,Female,604,6D,604,WASHINGTON,DC,109317077639085531930318406739755563293,102882702666526492473286739254725571973,38.88,-76.937,Failure to appear,2016,6,FALSE,,,,,{E8B0B600-175E-4DF1-A124-4CE190F57BD8}
4182,84380691195904327959500735744170643947,2016/06/23 01:30:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,40,0,Black,Unknown,Female,OUT OF STATE,1D,105,MALDEN,MA,32755841488941421360195581960652408150,116166350377613153146860331061184808898,38.885,-77.032,Assault,2016,6,FALSE,,,,,{A5235778-9CD2-4293-B2E4-DFF799BA41D4}
4183,162176733230337075637999925768463964197,2016/06/23 08:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),18,7,Black,Not Hispanic Or Latino,Male,103,7D,706,WASHINGTON,DC,217713379330211461400726525486909467256,213307421997206918739100631232871740064,38.824,-76.998,Assault,2016,6,FALSE,,,,,{56A4B550-B81D-4F93-B892-7C0D233B63E4}
4184,65730319912490212207245867657567695310,2016/06/23 10:44:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,35,4,Black,Not Hispanic Or Latino,Female,Unknown,5D,501,WASHINGTON,CO,176986400861582468142529237646470914704,200515818082773820166172312097955393152,38.908,-77.01,Failure to appear,2016,6,FALSE,,,,,{32EBAD20-0995-49C5-B8D3-DE997D913BAC}
4185,99123189821736040199645356210009964122,2016/06/23 12:50:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,19,2,Black,Not Hispanic Or Latino,Male,503,5D,503,WASHINGTON,DC,55455707824000159885832043674901916945,192610414384475212477379640082442657135,38.929,-76.958,Assault,2016,6,FALSE,,,,,{1BEE4836-E5B8-4051-A512-77CF40332A37}
4186,99123189821736040199645356210009964122,2016/06/23 12:50:00,DEFENDANT IN ARREST,nan,Other Crimes,Committed To Avoid Or Prevent Lawful Arrest Or Effecting Escape From Custody,22DC2104.01(3),19,2,Black,Not Hispanic Or Latino,Male,503,5D,503,WASHINGTON,DC,55455707824000159885832043674901916945,192610414384475212477379640082442657135,38.929,-76.958,Fleeing/resisting arrest,2016,6,FALSE,,,,,{973C59C7-0796-4D05-B3B2-3E5A42CF4F82}
4187,33242601396690644069995431170434946265,2016/06/23 13:15:00,DEFENDANT IN ARREST,Yes,Homicide,Murder I,22DC2101-Y,32,3,Black,Not Hispanic Or Latino,Male,603,Unknown,Unknown,WASHINGTON,DC,152385084032221416124957064711187034494,332058647239955622932423698447721743665,,,Homicide,2016,6,FALSE,,,,,{DE355587-60E8-4B76-B302-A3A97FCDE66F}
4188,112687700163914249904360243113793800142,2016/06/23 13:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),56,1,Black,Not Hispanic Or Latino,Female,302,3D,306,WASHINGTON,DC,324188905227460133964006152056621659778,188059983540200778577510754606467510909,38.918,-77.02,Assault,2016,6,FALSE,,,,,{B1190059-BDD0-4425-BBD9-13DB7403EAE4}
4189,276634127944739203111115204711580659750,2016/06/23 13:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),41,0,Black,Not Hispanic Or Latino,Female,409,4D,409,WASHINGTON,DC,14366508550205280449233502850133316258,188059983540200778577510754606467510909,38.932,-77.034,Assault,2016,6,FALSE,,,,,{96435F25-FB08-479E-B4A8-3ED706BE7D74}
4190,43422558576896665524252809072124894248,2016/06/23 15:00:00,DEFENDANT IN ARREST,Yes,Offenses Against Family & Children,1st Degree Cruelty To Children (simple Assault),22DC1101A1-Y,38,0,Black,Unknown,Male,OUT OF STATE,4D,405,BETHESDA,MD,81584014350768986729507928093753949553,110775531237187415947586238601022508641,38.927,-77.014,Cruelty to children,2016,6,FALSE,,,,,{DAC538BC-FE3B-49F0-8327-A574C1C6CC39}
4191,227417257245919208309730208671406245352,2016/06/23 16:27:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,57,0,Black,Not Hispanic Or Latino,Female,604,6D,604,WASHINGTON,DC,339255315054089327382658332794685501362,163181106678096111145253747497721091012,38.888,-76.917,Drugs,2016,6,FALSE,,,,,{530A1630-ABED-42C6-B7F0-618310FC983F}
4192,313780652805423030900061264472863488659,2016/06/23 17:00:00,DEFENDANT IN ARREST,Yes,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,40,13,Black,Not Hispanic Or Latino,Female,707,5D,501,WASHINGTON,DC,7116422545491081374797984676178226627,26180911069312149201906236697655751896,38.908,-77.006,Assault on a police officer,2016,6,FALSE,,,,,{BBB976CA-2B6F-4319-A36A-0E41E36AD029}
4193,313780652805423030900061264472863488659,2016/06/23 17:00:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,40,13,Black,Not Hispanic Or Latino,Female,707,5D,501,WASHINGTON,DC,7116422545491081374797984676178226627,26180911069312149201906236697655751896,38.908,-77.006,Failure to appear,2016,6,FALSE,,,,,{55FADC09-F8C3-41C8-A47B-2B7A968D8A7F}
4194,170647158996636544612984167318306139629,2016/06/23 17:25:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),24,1,Black,Not Hispanic Or Latino,Male,708,7D,706,WASHINGTON,DC,259565608742368679745209295805417905720,205315824298674882670616247075056665948,38.829,-76.992,Assault,2016,6,FALSE,,,,,{87F726EE-6701-4076-9710-CCE1822B0BB7}
4195,127495177723134779227512504702247377380,2016/06/23 17:28:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist Marijuana-fel,48DC904.01A1A2B-V,45,1,Black,Unknown,Male,604,6D,604,WASHINGTON,DC,232233786416810041730344293220738021341,183158715451857106006670200195507702897,38.889,-76.937,Drugs,2016,6,TRUE,,,,,{3EAECA6A-5ADE-461F-ACFD-7709FA76D9D7}
4196,69595402783347837594399519698299612560,2016/06/23 17:49:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Contempt - Felony,11DC944A,18,4,Black,Unknown,Male,OUT OF STATE,1D,105,FREDRICKSBURG,VA,76554834124480209074808612386416687930,198268420277515864116400519180637121412,38.871,-77.01,Contempt,2016,6,FALSE,,,,,{ECF8F757-6705-48CF-90C2-B23691D0F88D}
4197,308529182089886535256140721746901982343,2016/06/23 17:50:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,34,26,Black,Not Hispanic Or Latino,Female,507,5D,506,WASHINGTON,DC,187795925771063935808542258904060637475,227353478777674175103145287379774830616,38.905,-76.992,Failure to appear,2016,6,FALSE,,,,,{660B2FE5-D340-40D7-B008-57F532126A6E}
4198,61735499682745276911439488382799172954,2016/06/23 18:23:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of A Destructive Device,22DC4515A(B),41,2,Black,Unknown,Male,506,5D,506,WASHINGTON,DC,282368226141165974581771500708425779817,139705687502154619118261484568293707951,38.91,-76.985,Weapons,2016,6,FALSE,,,,,{0499C043-CC89-4EF5-8291-4F80FFE766C2}
4199,204902678702541562280061335608462748009,2016/06/23 18:58:00,DEFENDANT IN ARREST,Yes,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,25,3,Black,Unknown,Male,603,6D,603,WASHINGTON,DC,156574050180901912553323153946996470484,13659021358434485556924553713580962377,38.885,-76.956,Assault on a police officer,2016,6,FALSE,,,,,{282B76FE-965B-4BDC-A29A-7557E623C7F0}
4200,204902678702541562280061335608462748009,2016/06/23 18:58:00,DEFENDANT IN ARREST,nan,Weapon Violations,Felon In Possession,22DC4503A2,25,3,Black,Unknown,Male,603,6D,603,WASHINGTON,DC,156574050180901912553323153946996470484,13659021358434485556924553713580962377,38.885,-76.956,Weapons,2016,6,FALSE,,,,,{4D469B59-822F-4B63-9759-A90029CCD8CB}
4201,49554199591688173762457515076042180196,2016/06/23 20:26:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),39,2,Black,Not Hispanic Or Latino,Male,Unknown,7D,701,nan,WASHINGTON,80574004335609882113992307059161228317,302009433229999058441913008788202045718,38.864,-76.99,Drugs,2016,6,FALSE,,,,,{28C2F7A1-4453-4AF4-9969-EABD1C9BB9FD}
4202,49554199591688173762457515076042180196,2016/06/23 20:26:00,DEFENDANT IN ARREST,nan,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,39,2,Black,Not Hispanic Or Latino,Male,Unknown,7D,701,nan,WASHINGTON,80574004335609882113992307059161228317,302009433229999058441913008788202045718,38.864,-76.99,Drugs,2016,6,FALSE,,,,,{4119F442-B20F-4400-A98E-882443AA410F}
4203,328194835580030054387487792072451837821,2016/06/23 21:08:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),35,9,White,Unknown,Male,707,1D,102,WASHINGTON,DC,52869257429908291058911057744212736574,180406794971452805049830200900701961870,38.9,-77.022,Assault,2016,6,FALSE,,,,,{F0BE7C53-7B16-41DF-A839-4DF1C66E89BB}
4204,223041864934780906214697818902224106253,2016/06/23 21:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,21,2,Black,Not Hispanic Or Latino,Male,505,5D,503,WASHINGTON,DC,277671557832155286813465866532724326703,168724697315422550648567128941924425728,38.915,-76.974,Failure to appear,2016,6,FALSE,,,,,{6F3DC090-35A4-442A-BD94-EE484F996E3F}
4205,224442318446467044393099186161430533468,2016/06/23 21:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,38,1,Black,Not Hispanic Or Latino,Female,306,5D,503,WASHINGTON,DC,109169127799614712240188879302658173893,287588750058554231085063268254739968465,38.915,-76.974,Failure to appear,2016,6,FALSE,,,,,{15FC9908-D0CF-49CD-88CA-7C3193635AEE}
4206,241587549055222628445480203695284086550,2016/06/23 22:15:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,20,3,Black,Unknown,Male,306,5D,503,WASHINGTON,DC,264178514607289570787720044349786515103,185390905735618105757881148784614499548,38.915,-76.974,Failure to appear,2016,6,FALSE,,,,,{54B8CAB1-62A8-4D31-B283-7EF4FFA8CF41}
4207,231346508232364157055581286807070597264,2016/06/23 22:40:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,21,1,Black,Not Hispanic Or Latino,Male,604,5D,503,WASHINGTON,DC,209861229525339807360215341127652394596,151785546234477828417958586648607583852,38.915,-76.974,Failure to appear,2016,6,FALSE,,,,,{FBCF0B67-CD1B-4CB5-9845-519BD2940CC9}
4208,293201293864923773612288897941353175014,2016/06/23 23:28:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),44,1,Black,Unknown,Male,701,7D,702,WASHINGTON,DC,130990261568160940450890960729560391771,175476560858111227716343034728112231269,38.853,-76.97,Assault,2016,6,FALSE,,,,,{0E55228B-A487-4448-A8C1-6406AD98AF61}
4209,251069695856348129554979333914651766313,2016/06/23 23:40:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),35,5,Black,Unknown,Male,603,4D,403,WASHINGTON,DC,180019903817819058184560695533388218066,290829062349619976723420872220779799933,38.955,-77.022,Drugs,2016,6,FALSE,,,,,{6AF37673-C231-4036-A5FC-3C6E74C3A5D5}
4210,77453111030358767938624082757013248791,2016/06/24 01:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),28,3,Unknown,Not Hispanic Or Latino,Male,409,3D,303,WASHINGTON,DC,40743015398449895307942575097783289914,99956732417175176288500682663627261414,38.923,-77.04,Assault,2016,6,FALSE,,,,,{E6F929F4-389B-4D74-89EF-DA1061D31734}
4211,259149717613089775436792310418830553648,2016/06/24 01:40:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,48,4,Black,Not Hispanic Or Latino,Male,405,4D,405,WASHINGTON,DC,227736703492060103399530968142159812943,119731290811564493788720198042816774105,38.941,-76.994,Assault,2016,6,FALSE,,,,,{ED782DE6-5C4D-4D47-A64A-029ED81B9551}
4212,283983347892292622127582794337028475543,2016/06/24 02:20:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,22DC4504A1-Y-1,36,2,Black,Unknown,Male,Unknown,4D,404,WASHINGTON,DC,123546954580315427365926595545204472477,45089578445441133344348020615290236732,38.943,-77.026,Weapons,2016,6,FALSE,,,,,{D6E7222C-C3E1-4B55-839E-66D84E41E9CB}
4213,283983347892292622127582794337028475543,2016/06/24 02:20:00,DEFENDANT IN ARREST,nan,Weapon Violations,Felon In Possession,22DC4503A2,36,2,Black,Unknown,Male,Unknown,4D,404,WASHINGTON,DC,123546954580315427365926595545204472477,45089578445441133344348020615290236732,38.943,-77.026,Weapons,2016,6,FALSE,,,,,{B819845B-368B-4A79-B487-C73BB501963F}
4214,283983347892292622127582794337028475543,2016/06/24 02:20:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,36,2,Black,Unknown,Male,Unknown,4D,404,WASHINGTON,DC,123546954580315427365926595545204472477,45089578445441133344348020615290236732,38.943,-77.026,Weapons,2016,6,FALSE,,,,,{5FE00B5D-AE5C-4B12-AB57-35060B5A37E5}
4215,129225694723893132452879167224612922775,2016/06/24 07:10:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,38,1,Black,Not Hispanic Or Latino,Male,407,3D,305,WASHINGTON,DC,313035583241796158085794441050192401186,286162643628723519575854847398384708515,38.916,-77.024,Failure to appear,2016,6,FALSE,,,,,{F20A9B65-9A43-4B21-8521-45521E7FAFCA}
4216,29885767453693368312192921471042795601,2016/06/24 08:45:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,22,4,Black,Unknown,Male,607,5D,507,WASHINGTON,DC,164535962723494670595374636296783472180,140171872225022901556595945173556223226,38.9,-76.982,Burglary,2016,6,FALSE,,,,,{BCB5C71E-18CB-429D-B828-7323A17DBC6B}
